# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	3	1352	+	GCF_964030635_00001	dnaA	(5' truncated) chromosomal replication initiator protein DnaA	GO:0003677, GO:0003688, GO:0005524, GO:0005737, GO:0005886, GO:0006270, GO:0006275, GO:0016887, KEGG:K02313, SO:0001217, UniRef:UniRef50_P34028, UniRef:UniRef90_P34028
contig_1	cds	998007	998207	-	GCF_964030635_01244		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DLZ9, UniRef:UniRef90_UPI0030D38DFC
contig_1	cds	998197	998562	-	GCF_964030635_01245		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A3S0YP67, UniRef:UniRef90_A0A3S0YP67
contig_1	cds	998562	999209	-	GCF_964030635_01246		DUF2479 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0RSI2
contig_1	cds	999215	1000174	-	GCF_964030635_01247		hypothetical protein	
contig_1	cds	1000232	1000996	+	GCF_964030635_01248		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI00313B1C06, UniRef:UniRef90_UPI00313B1C06
contig_1	cds	1001490	1002419	-	GCF_964030635_01249		hypothetical protein	
contig_1	cds	1002425	1002943	-	GCF_964030635_01250		hypothetical protein	
contig_1	cds	1003110	1004081	+	GCF_964030635_01251		glycosyltransferase family 2 protein	SO:0001217, UniRef:UniRef50_W0GKQ3, UniRef:UniRef90_UPI0030D46AC2
contig_1	cds	1004085	1004846	+	GCF_964030635_01252		RDD family protein	SO:0001217, UniRef:UniRef50_W0GNW7, UniRef:UniRef90_UPI0030D3770E
contig_1	cds	1004885	1007086	+	GCF_964030635_01253		UvrD-helicase domain-containing protein	SO:0001217, UniRef:UniRef50_R4UKP5, UniRef:UniRef90_UPI0030CCB514
contig_1	cds	1007106	1007375	+	GCF_964030635_01254		hypothetical protein	
contig_1	cds	1007785	1008165	+	GCF_964030635_01255		hypothetical protein	PFAM:PF13518.12
contig_1	cds	1008357	1008953	-	GCF_964030635_01256		DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030CC6F38, UniRef:UniRef90_UPI0030D4CDF8
contig_1	cds	1009214	1009477	-	GCF_964030635_01257		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	1009675	1010358	-	GCF_964030635_01258		IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI002481DC89, UniRef:UniRef90_UPI0030CFC166
contig_1	cds	1010532	1010795	-	GCF_964030635_01259		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	1011068	1011664	+	GCF_964030635_01260		DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030CC6F38, UniRef:UniRef90_UPI0030D4CDF8
contig_1	cds	1011693	1012388	+	GCF_964030635_01261		hypothetical protein	PFAM:PF00665.32
contig_1	cds	1012735	1013052	+	GCF_964030635_01262		(pseudo) transposase	SO:0001217, UniRef:UniRef50_UPI001C0573B8, UniRef:UniRef50_UPI00313B5B60, UniRef:UniRef90_UPI00313AB213
contig_1	cds	1013341	1013811	+	GCF_964030635_01263		hypothetical protein	
contig_1	cds	1013865	1014338	+	GCF_964030635_01264		hypothetical protein	
contig_1	cds	1014815	1016380	+	GCF_964030635_01265		Abc transporter atp binding component abc transporter protein	KEGG:K23537, SO:0001217, UniRef:UniRef50_A0A2P6FG06, UniRef:UniRef90_Q14QD3
contig_1	cds	1016364	1018526	+	GCF_964030635_01266		ABC transporter permease subunit	SO:0001217, UniRef:UniRef50_W0GPI5, UniRef:UniRef90_UPI0030D209B2
contig_1	cds	1018526	1019440	+	GCF_964030635_01267		Putative abc transporter permease component transmembrane protein	KEGG:K23536, SO:0001217, UniRef:UniRef50_W0GJV2, UniRef:UniRef90_Q14QD1
contig_1	cds	1019692	1019994	-	GCF_964030635_01268		integrase core domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0030D1AB8C, UniRef:UniRef90_UPI0030D1AB8C
contig_1	cds	1020014	1020964	-	GCF_964030635_01269		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0030D2B8B1, UniRef:UniRef90_UPI00313E6C49
contig_1	cds	1021022	1021486	+	GCF_964030635_01270		DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI00313ABA5D
contig_1	cds	1021846	1022742	-	GCF_964030635_01271		Transmembrane protein	SO:0001217, UniRef:UniRef50_R4UJG5, UniRef:UniRef90_UPI0030CF44F0
contig_1	cds	1022980	1023420	+	GCF_964030635_01272		hypothetical protein	
contig_1	cds	1023426	1023668	+	GCF_964030635_01273		hypothetical protein	
contig_1	cds	1023742	1024356	+	GCF_964030635_01274		hypothetical protein	
contig_1	cds	1024424	1024513	-	GCF_964030635_01275		hypothetical protein	
contig_1	cds	1024769	1025185	-	GCF_964030635_01276		hypothetical protein	
contig_1	cds	1025225	1026247	-	GCF_964030635_01277		nicotinate phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_A0A1J9YIG3
contig_1	cds	1026385	1026591	-	GCF_964030635_01278		hypothetical protein	PFAM:PF01588.26
contig_1	cds	1027080	1027319	+	GCF_964030635_01279		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHV7
contig_1	cds	1027869	1028153	+	GCF_964030635_01280		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGU8, UniRef:UniRef90_A0A2P6FFS2
contig_1	cds	1028163	1028330	+	GCF_964030635_01281		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHY1, UniRef:UniRef90_UPI0030CE4450
contig_1	cds	1028344	1028595	+	GCF_964030635_01282		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FGE5
contig_1	cds	1028645	1028908	+	GCF_964030635_01283		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	1029082	1029765	+	GCF_964030635_01284		IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI002481DC89, UniRef:UniRef90_UPI0030CFC166
contig_1	cds	1030125	1030490	+	GCF_964030635_01285	mraZ	Transcriptional regulator MraZ	SO:0001217, UniRef:UniRef50_Q6XZ05
contig_1	cds	1030494	1031435	+	GCF_964030635_01286	rsmH	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	EC:2.1.1.199, GO:0016434, KEGG:K03438, SO:0001217, UniRef:UniRef50_Q6F170, UniRef:UniRef90_UPI0030CCF23A
contig_1	cds	1031469	1032758	+	GCF_964030635_01287	ftsA	cell division protein FtsA	SO:0001217, UniRef:UniRef50_Q14NL5, UniRef:UniRef90_UPI0030CDE293
contig_1	cds	1032853	1034088	+	GCF_964030635_01288	ftsZ	cell division protein FtsZ	GO:0000910, GO:0003924, GO:0005525, KEGG:K03531, SO:0001217, UniRef:UniRef50_Q6F172, UniRef:UniRef90_A0AAJ4EJZ2
contig_1	cds	1034358	1034621	+	GCF_964030635_01289		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	1034795	1035478	+	GCF_964030635_01290		IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI002481DC89, UniRef:UniRef90_UPI0030CFC166
contig_1	cds	1035658	1036572	+	GCF_964030635_01291		hypothetical protein	
contig_1	cds	1036609	1037139	-	GCF_964030635_01292		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A2P6FEX0
contig_1	cds	1037468	1037674	-	GCF_964030635_01293		hypothetical protein	
contig_1	cds	1037879	1037968	-	GCF_964030635_01294		hypothetical protein	
contig_1	cds	1038281	1038742	+	GCF_964030635_01295		P18	SO:0001217, UniRef:UniRef50_A0A2P6FFS4, UniRef:UniRef90_A0A2P6FFS4
contig_1	cds	1038759	1039736	+	GCF_964030635_01296		Capsid protein	SO:0001217, UniRef:UniRef50_W0GQV0, UniRef:UniRef90_A0A3S0R6Z9
contig_1	cds	1039682	1040167	+	GCF_964030635_01297		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A3S0RCN1, UniRef:UniRef90_UPI0030D2AAE0
contig_1	cds	1040174	1040392	+	GCF_964030635_01298		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A432ZV76, UniRef:UniRef50_W6AWC6, UniRef:UniRef90_A0A2P6F8R1
contig_1	cds	1040516	1041091	+	GCF_964030635_01299		Plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0AAJ4EKV5
contig_1	cds	1041081	1042049	+	GCF_964030635_01300		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FF02
contig_1	cds	1042065	1042718	+	GCF_964030635_01301		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A2P6FFU6, UniRef:UniRef90_A0A2P6FFU6
contig_1	cds	1042791	1043387	-	GCF_964030635_01302		DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030CC6F38, UniRef:UniRef90_UPI0030D4CDF8
contig_1	cds	1043648	1043911	-	GCF_964030635_01303		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	1044084	1044263	+	GCF_964030635_01304	ytxH	(pseudo) YtxH domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FA36, UniRef:UniRef90_A0A432ZUT3
contig_1	cds	1044398	1044577	-	GCF_964030635_01305		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FFW2
contig_1	cds	1044582	1045052	-	GCF_964030635_01306		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DLT5
contig_1	cds	1045037	1045183	-	GCF_964030635_01307		(pseudo) Adhesin	SO:0001217, UniRef:UniRef50_A0A2S8NRM6, UniRef:UniRef90_UPI0030CD3FD8
contig_1	cds	1045445	1045708	+	GCF_964030635_01308		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	1045882	1046565	+	GCF_964030635_01309		IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI002481DC89, UniRef:UniRef90_UPI0030CFC166
contig_1	cds	1046982	1047233	-	GCF_964030635_01310		(pseudo) Transposase of is3 family c-terminal truncated protein	SO:0001217, UniRef:UniRef50_Q14MD6, UniRef:UniRef50_UPI0030D33B7E, UniRef:UniRef90_UPI0030CC9A80
contig_1	cds	1047445	1047738	-	GCF_964030635_01311	rpmA	50S ribosomal protein L27	GO:0000315, GO:0003735, GO:0006412, GO:0022625, SO:0001217, UniRef:UniRef50_P60493, UniRef:UniRef90_R4U3H4
contig_1	cds	1047738	1048052	-	GCF_964030635_01312		ribosomal-processing cysteine protease Prp	KEGG:K07584, SO:0001217, UniRef:UniRef50_R4UL21, UniRef:UniRef90_UPI0030CB1357
contig_1	cds	1048037	1048468	-	GCF_964030635_01313		Large ribosomal subunit protein bL21	SO:0001217, UniRef:UniRef50_A0A6I6CBU5
contig_1	cds	1048686	1049018	+	GCF_964030635_01314		Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2S8NSX3
contig_1	cds	1049034	1049963	+	GCF_964030635_01315		hypothetical protein	
contig_1	cds	1050532	1050747	-	GCF_964030635_01316		transposase	SO:0001217, UniRef:UniRef50_UPI0035C8E137, UniRef:UniRef90_UPI0035C8E137
contig_1	cds	1050950	1051483	-	GCF_964030635_01317		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0035C8F34F, UniRef:UniRef90_UPI0035C935BF
contig_1	cds	1051855	1052565	+	GCF_964030635_01318	deoD	purine-nucleoside phosphorylase	EC:2.4.2.1, GO:0004731, GO:0006139, KEGG:K03784, SO:0001217, UniRef:UniRef50_S5MIP4, UniRef:UniRef90_UPI0030D39232
contig_1	cds	1052586	1053953	+	GCF_964030635_01319	asnS	asparagine--tRNA ligase	EC:6.1.1.22, GO:0004816, GO:0005524, GO:0006421, KEGG:K01893, SO:0001217, UniRef:UniRef50_Q6F0Y5, UniRef:UniRef90_UPI0030CF6E3D
contig_1	cds	1054229	1054504	+	GCF_964030635_01320		transposase	SO:0001217, UniRef:UniRef50_J8DD51, UniRef:UniRef90_UPI0030D26C5A
contig_1	cds	1054546	1055337	+	GCF_964030635_01321		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9W5PXP5
contig_1	cds	1055540	1056040	+	GCF_964030635_01322		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0030CF4DCE, UniRef:UniRef90_UPI0030CCA2EC
contig_1	cds	1056276	1056491	+	GCF_964030635_01323		transposase	SO:0001217, UniRef:UniRef50_UPI0035C8E137, UniRef:UniRef90_UPI0035C8E137
contig_1	cds	1056629	1057588	-	GCF_964030635_01324	fmt	methionyl-tRNA formyltransferase	EC:2.1.2.9, GO:0004479, GO:0005737, GO:0071951, SO:0001217, UniRef:UniRef50_A0A2P6FE50, UniRef:UniRef90_UPI0030CCEA21
contig_1	cds	1057575	1059581	-	GCF_964030635_01325		DUF2779 domain-containing protein	SO:0001217, UniRef:UniRef50_R4UM46, UniRef:UniRef90_UPI0030CC983A
contig_1	cds	1059646	1060254	-	GCF_964030635_01326		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A0K2JGP2
contig_1	cds	1060426	1060725	+	GCF_964030635_01327		hypothetical protein	
contig_1	cds	1060732	1060944	+	GCF_964030635_01328		hypothetical protein	
contig_1	cds	1060950	1061879	+	GCF_964030635_01329		hypothetical protein	
contig_1	cds	1061951	1062073	-	GCF_964030635_01330		hypothetical protein	
contig_1	cds	1062163	1062345	-	GCF_964030635_01331		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2K8NYQ1, UniRef:UniRef90_UPI0030CAC077
contig_1	cds	1062854	1063180	+	GCF_964030635_01332		DivIVA domain-containing protein	SO:0001217, UniRef:UniRef50_W0GM17, UniRef:UniRef90_UPI0030D0BF32
contig_1	cds	1063284	1063589	-	GCF_964030635_01333		Transposase	SO:0001217, UniRef:UniRef50_A0A432ZVT8
contig_1	cds	1064024	1064308	+	GCF_964030635_01334		Transposase family protein	SO:0001217, UniRef:UniRef50_A0A3S0SEN2
contig_1	cds	1064454	1064684	+	GCF_964030635_01335		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0U8T3
contig_1	cds	1064876	1065184	-	GCF_964030635_01336		IS1 family transposase	SO:0001217, UniRef:UniRef50_UPI00313C3864
contig_1	cds	1065393	1065851	-	GCF_964030635_01337	ybeY	Endoribonuclease YbeY	SO:0001217, UniRef:UniRef50_Q14NW7
contig_1	cds	1066101	1066331	-	GCF_964030635_01338		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0U8T3
contig_1	cds	1066477	1066761	-	GCF_964030635_01339		Transposase family protein	SO:0001217, UniRef:UniRef50_A0A3S0SEN2
contig_1	cds	1067072	1067494	+	GCF_964030635_01340		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0030CF4DCE, UniRef:UniRef90_UPI0035C8FF53
contig_1	cds	1067807	1068022	+	GCF_964030635_01341		transposase	SO:0001217, UniRef:UniRef50_UPI0035C8E137, UniRef:UniRef90_UPI0035C8E137
contig_1	cds	1068253	1068516	-	GCF_964030635_01342		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	1068625	1068741	-	GCF_964030635_01343		hypothetical protein	
contig_1	cds	1068789	1069106	-	GCF_964030635_01344	trxA	thioredoxin	GO:0015035, SO:0001217, UniRef:UniRef50_V5RHE3, UniRef:UniRef90_UPI0030CB0409
contig_1	cds	1069161	1070165	-	GCF_964030635_01345		Haloacid dehalogenase	SO:0001217, UniRef:UniRef50_W0GPT9
contig_1	cds	1070303	1070836	-	GCF_964030635_01346		DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030CC6F38, UniRef:UniRef90_UPI0030D4CDF8
contig_1	cds	1071153	1071671	+	GCF_964030635_01347		hypothetical protein	
contig_1	cds	1071677	1072606	+	GCF_964030635_01348		hypothetical protein	
contig_1	cds	1072684	1072950	-	GCF_964030635_01349		Transposase	SO:0001217, UniRef:UniRef50_A0A432ZV48
contig_1	cds	1073020	1073298	-	GCF_964030635_01350		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FEP8
contig_1	cds	1073436	1074347	-	GCF_964030635_01351		Transmembrane protein	SO:0001217, UniRef:UniRef50_R4UJM3
contig_1	cds	1074451	1074633	-	GCF_964030635_01352		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2K8NYQ1, UniRef:UniRef90_UPI0030CAC077
contig_1	cds	1075268	1076224	-	GCF_964030635_01353		CPBP family intramembrane glutamic endopeptidase	SO:0001217, UniRef:UniRef50_W0GM66, UniRef:UniRef90_UPI0030CD060D
contig_1	cds	1076519	1076659	-	GCF_964030635_01354		Transposase DDE domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FAK5
contig_1	cds	1077514	1078770	-	GCF_964030635_01355	hisS	histidine--tRNA ligase	EC:6.1.1.21, GO:0004821, GO:0005524, GO:0005737, GO:0006427, KEGG:K01892, SO:0001217, UniRef:UniRef50_A0A0K2JGE2, UniRef:UniRef90_UPI0030CB28C4
contig_1	cds	1079326	1079568	+	GCF_964030635_01356		IS3 family transposase	SO:0001217, UniRef:UniRef50_UPI001C05D183
contig_1	cds	1079588	1079770	-	GCF_964030635_01357		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2K8NYQ1, UniRef:UniRef90_UPI0030CAC077
contig_1	cds	1080383	1080916	-	GCF_964030635_01358		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A2P6FEX0
contig_1	cds	1081045	1081494	-	GCF_964030635_01359		hypothetical protein	
contig_1	cds	1081657	1081857	-	GCF_964030635_01360		hypothetical protein	
contig_1	cds	1081955	1082314	-	GCF_964030635_01361		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A432ZUY1
contig_1	cds	1082617	1082709	+	GCF_964030635_01362		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6F9N7, UniRef:UniRef90_A0A2P6F9N7
contig_1	cds	1082869	1083069	+	GCF_964030635_01363		p18	SO:0001217, UniRef:UniRef50_A0A0K2JEK2
contig_1	cds	1083696	1083791	-	GCF_964030635_01364		hypothetical protein	
contig_1	cds	1083791	1085017	-	GCF_964030635_01365		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A345DNP3, UniRef:UniRef90_UPI0030CD2063
contig_1	cds	1085221	1086606	-	GCF_964030635_01366	dnaB	replicative DNA helicase	EC:5.6.2.3, GO:0003677, GO:0003678, GO:0005524, GO:0006260, KEGG:K02314, SO:0001217, UniRef:UniRef50_R4UKK7, UniRef:UniRef90_A0A0K2JFF0
contig_1	cds	1086610	1087059	-	GCF_964030635_01367	rplI	50S ribosomal protein L9	GO:0003735, GO:0005840, GO:0006412, KEGG:K02939, SO:0001217, UniRef:UniRef50_A0A345DNP5, UniRef:UniRef90_UPI0030D16393
contig_1	cds	1087186	1087302	+	GCF_964030635_01368		hypothetical protein	
contig_1	cds	1087401	1087664	+	GCF_964030635_01369		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	1087925	1088521	+	GCF_964030635_01370		DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030CC6F38, UniRef:UniRef90_UPI0030D4CDF8
contig_1	cds	1088541	1089221	-	GCF_964030635_01371		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI00313B1C06, UniRef:UniRef90_UPI00313B1C06
contig_1	cds	1089548	1091041	+	GCF_964030635_01372	rny	ribonuclease Y	GO:0003723, GO:0006402, GO:0016020, SO:0001217, UniRef:UniRef50_A0A2P6FF58, UniRef:UniRef90_UPI0030CBBC59
contig_1	cds	1091179	1091982	-	GCF_964030635_01373		hypothetical protein	PFAM:PF00665.32, PFAM:PF13276.12
contig_1	cds	1092316	1092459	+	GCF_964030635_01374		hypothetical protein	
contig_1	cds	1092419	1093300	+	GCF_964030635_01375		IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI002481DC89, UniRef:UniRef90_UPI0030CFC166
contig_1	cds	1093310	1093450	-	GCF_964030635_01376		hypothetical protein	
contig_1	tRNA	1093583	1093658	-	GCF_964030635_01377	trnA	tRNA-Ala(tgc)	SO:0000254
contig_1	tRNA	1093676	1093752	-	GCF_964030635_01378	trnI	tRNA-Ile(gat)	SO:0000263
contig_1	cds	1093993	1095774	+	GCF_964030635_01379	uvrC	excinuclease ABC subunit UvrC	GO:0006289, GO:0009380, GO:0009381, KEGG:K03703, SO:0001217, UniRef:UniRef50_W6ALT1, UniRef:UniRef90_UPI0030D5C1AA
contig_1	cds	1095941	1096588	+	GCF_964030635_01380		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI00313B1C06, UniRef:UniRef90_UPI00313B1C06
contig_1	cds	1096598	1097281	-	GCF_964030635_01381		IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI002481DC89, UniRef:UniRef90_UPI0030CFC166
contig_1	cds	1097455	1097718	-	GCF_964030635_01382		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	1097910	1098125	+	GCF_964030635_01383		transposase	SO:0001217, UniRef:UniRef50_UPI0035C8E137, UniRef:UniRef90_UPI0035C8E137
contig_1	cds	1098244	1099020	+	GCF_964030635_01384		glycerol-3-phosphate acyltransferase	EC:2.3.1.275, KEGG:K08591, SO:0001217, UniRef:UniRef50_R4UE34, UniRef:UniRef90_UPI0030D30D1D
contig_1	cds	1099332	1099985	-	GCF_964030635_01385		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A2P6FFU6
contig_1	cds	1100149	1100769	-	GCF_964030635_01386		Adhesin P123	SO:0001217, UniRef:UniRef50_A0A345DP91, UniRef:UniRef90_A0AAJ4EKM4
contig_1	cds	1100759	1101334	-	GCF_964030635_01387		Plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0AAJ4EKV5
contig_1	cds	1101431	1101697	-	GCF_964030635_01388		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A432ZUV8
contig_1	cds	1101711	1102055	-	GCF_964030635_01389		Adhesin P123	SO:0001217, UniRef:UniRef50_A0A345DQG2
contig_1	cds	1102255	1102518	+	GCF_964030635_01390		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	1102779	1103117	+	GCF_964030635_01391		DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030D2D128, UniRef:UniRef90_UPI0030D142F9
contig_1	cds	1103197	1104147	+	GCF_964030635_01392		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0030D2B8B1, UniRef:UniRef90_UPI00313E6C49
contig_1	cds	1104282	1104425	+	GCF_964030635_01393		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001F4D084E
contig_1	cds	1104576	1105001	+	GCF_964030635_01394		hypothetical protein	
contig_1	cds	1105108	1105668	+	GCF_964030635_01395		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A2P6FEX0
contig_1	cds	1105726	1106367	-	GCF_964030635_01396		hypothetical protein	PFAM:PF00665.32, PFAM:PF13683.12
contig_1	cds	1106369	1106944	-	GCF_964030635_01397		hypothetical protein	PFAM:PF13518.12
contig_1	tRNA	1107077	1107152	-	GCF_964030635_01398	trnA	tRNA-Ala(tgc)	SO:0000254
contig_1	tRNA	1107170	1107246	-	GCF_964030635_01399	trnI	tRNA-Ile(gat)	SO:0000263
contig_1	cds	1107487	1109268	+	GCF_964030635_01400	uvrC	excinuclease ABC subunit UvrC	GO:0006289, GO:0009380, GO:0009381, KEGG:K03703, SO:0001217, UniRef:UniRef50_W6ALT1, UniRef:UniRef90_UPI0030D5C1AA
contig_1	cds	1109435	1110082	+	GCF_964030635_01401		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI00313B1C06, UniRef:UniRef90_UPI00313B1C06
contig_1	cds	1110092	1110646	-	GCF_964030635_01402		DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030CC6F38, UniRef:UniRef90_UPI0030D4CDF8
contig_1	cds	1110802	1111782	-	GCF_964030635_01403		hypothetical protein	PFAM:PF00665.32
contig_1	cds	1112085	1112483	+	GCF_964030635_01404		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGV9
contig_1	cds	1112476	1113936	+	GCF_964030635_01405		PBSX family phage terminase large subunit	KEGG:K06909, SO:0001217, UniRef:UniRef50_W0GPI8, UniRef:UniRef90_A0A432ZV87
contig_1	cds	1113936	1114214	+	GCF_964030635_01406		Adhesin P12	RefSeq:WP_253301740.1, SO:0001217, UniParc:UPI00209C7E7A, UniRef:UniRef100_UPI00209C7E7A, UniRef:UniRef50_A0A2P6F9F7, UniRef:UniRef90_A0A3S0YNT3
contig_1	cds	1114207	1115598	+	GCF_964030635_01407		Adhesin P54	SO:0001217, UniRef:UniRef50_A0A2P6FF31, UniRef:UniRef90_A0A2P6FA19
contig_1	cds	1115602	1118826	+	GCF_964030635_01408		Adhesin P123	SO:0001217, UniRef:UniRef50_W0GR15
contig_1	cds	1118895	1119350	-	GCF_964030635_01409		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A3S0SLD9
contig_1	cds	1119423	1120367	-	GCF_964030635_01410		hypothetical protein	
contig_1	cds	1120684	1121145	+	GCF_964030635_01411		P18	SO:0001217, UniRef:UniRef50_A0A2P6FFS4, UniRef:UniRef90_A0A2P6FFS4
contig_1	cds	1121162	1122568	+	GCF_964030635_01412		Capsid protein	SO:0001217, UniRef:UniRef50_A0A3S0RR73, UniRef:UniRef90_A0A432ZUL1
